Wall time,Step,Value
1573659165.651923,42,3.153752326965332
1573659173.847753,167,5.367886543273926
1573659177.905511,229,5.206061363220215
1573659178.233057,234,4.801238536834717
1573659180.79919,273,5.391363620758057
1573659194.015833,474,5.859288692474365
1573659198.124201,536,6.254283905029297
1573659200.994624,579,7.190186977386475
1573659201.476613,586,6.379091262817383
1573659204.746429,634,6.634756088256836
1573659205.607729,647,6.810433864593506
1573659209.998498,714,7.052606105804443
1573659216.291352,808,6.227038383483887
1573659230.188025,1014,11.872106552124023
1573659251.627445,1333,6.107528209686279
1573659251.899711,1337,8.339068412780762
1573659255.123301,1385,7.612131118774414
1573659255.595252,1392,6.725433826446533
1573659258.525911,1436,8.64358139038086
1573659275.465848,1691,9.953042984008789
1573659278.419756,1734,6.113738059997559
1573659278.618067,1737,8.31595230102539
1573659288.086508,1877,6.688900470733643
1573659290.751984,1917,7.102388381958008
1573659298.725089,2036,9.945286750793457
1573659309.826457,2199,5.157705307006836
1573659314.038361,2262,12.022745132446289
1573659317.060947,2307,7.943159103393555
1573659322.664979,2389,7.48248291015625
1573659325.838797,2436,7.714500427246094
1573659329.146281,2485,5.897747039794922
1573659329.211848,2486,8.279915809631348
1573659330.018828,2498,9.690908432006836
1573659342.666153,2685,7.44419527053833
1573659346.438608,2740,6.697975158691406
1573659366.472824,3038,5.307870388031006
1573659379.624306,3230,7.404367923736572
1573659380.698262,3246,8.142023086547852
1573659384.604853,3305,10.603192329406738
1573659405.735211,3618,8.592109680175781
1573659405.8711,3620,3.602776050567627
1573659409.283737,3670,7.368095874786377
1573659414.218244,3741,7.262655258178711
1573659419.103562,3814,6.8596110343933105
1573659419.574989,3821,7.340221405029297
1573659426.837349,3928,7.289915084838867
1573659428.686538,3956,9.532718658447266
1573659434.142656,4036,15.379022598266602
1573659453.242287,4317,7.130975246429443
1573659458.920145,4400,9.2208890914917
1573659465.196199,4492,8.323457717895508
1573659466.336566,4509,10.925446510314941
1573659477.626423,4676,6.098630905151367
1573659485.208261,4788,6.223023414611816
1573659497.693507,4971,11.957667350769043
1573659506.831742,5106,10.366264343261719
1573659508.793828,5134,8.422674179077148
1573659523.0788,5345,8.43128776550293
1573659524.073626,5359,5.8813090324401855
1573659537.022501,5549,6.195026397705078
1573659548.849191,5723,7.463508605957031
1573659554.530466,5808,10.989595413208008
1573659558.330621,5864,7.193453788757324
1573659558.813367,5871,7.1968302726745605
1573659561.234753,5907,7.25654935836792
1573659566.918592,5990,9.49460220336914
1573659581.323158,6200,8.319812774658203
1573659582.646312,6219,9.961814880371094
1573659587.323366,6289,7.229727745056152
1573659606.499349,6574,9.127795219421387
1573659614.981056,6699,8.039397239685059
1573659615.785595,6711,16.70650863647461
1573659625.572527,6854,10.942302703857422
1573659633.235863,6966,7.927631378173828
1573659646.206193,7155,11.57738208770752
1573659661.521102,7382,8.398967742919922
1573659666.971769,7460,10.298835754394531
1573659667.181445,7463,8.487154006958008
1573659670.519388,7511,7.952058792114258
1573659689.429495,7788,15.815918922424316
1573659690.142234,7798,10.879429817199707
1573659692.640933,7833,8.33145523071289
1573659703.52037,7991,6.495361804962158
1573659708.643628,8066,5.487715244293213
1573659716.44767,8180,8.188788414001465
1573659719.213421,8221,8.586414337158203
1573659728.710311,8363,6.902950763702393
1573659729.630824,8377,9.239266395568848
1573659737.735334,8498,6.209089279174805
1573659738.402015,8508,6.968005180358887
1573659744.753451,8601,8.566744804382324
1573659763.775483,8878,8.955704689025879
1573659767.606395,8935,5.592543601989746
1573659771.498005,8993,8.506721496582031
1573659789.724169,9260,7.8231201171875
1573659803.891148,9468,8.358345985412598
1573659809.746685,9554,8.84568977355957
1573659810.654482,9567,9.165352821350098
1573659819.595338,9698,6.208808422088623
1573659829.481878,9843,8.416534423828125
1573659833.846906,9907,16.10171890258789
1573659858.87354,10276,7.90276575088501
1573659859.362697,10283,6.503062725067139
1573659867.301589,10399,6.90263557434082
1573659872.783523,10479,6.444955825805664
1573659875.713228,10522,8.990081787109375
1573659881.394498,10607,8.051759719848633
1573659891.552745,10757,9.126764297485352
1573659893.114266,10780,6.618690013885498
1573659901.411862,10902,0.3728469908237457
1573659901.619278,10905,18.042171478271484
1573659905.813577,10966,6.085712432861328
1573659906.352846,10974,5.443743705749512
1573659909.452944,11020,5.317431449890137
1573659914.937782,11102,8.022550582885742
1573659936.584685,11419,8.155165672302246
1573659940.251216,11472,7.692283630371094
1573659944.291016,11532,8.496864318847656
1573659946.627875,11566,7.106788635253906
1573659954.750158,11685,8.759427070617676
