Wall time,Step,Value
1570886775.9311965,6,2.9270007610321045
1570886778.3684733,16,0.991223156452179
1570886779.0925345,19,0.8342996835708618
1570886782.9798584,25,0.7613958120346069
1570886789.1258972,41,0.5776700973510742
1570886789.600234,43,0.5845115184783936
1570886790.0695791,45,0.547024667263031
1570886790.2969904,46,0.5560999512672424
1570886793.1026485,48,0.5448241829872131
1570886796.8234522,54,0.5305448174476624
1570886797.0588472,55,0.5401533246040344
1570886797.2833078,56,0.5257195234298706
1570886797.5151503,57,0.5116910338401794
1570886799.6250148,66,0.5159611701965332
1570886803.4310513,72,0.47222283482551575
1570886803.666462,73,0.4545062482357025
1570886803.8969188,74,0.4749009907245636
1570886804.1266882,75,0.4646975100040436
1570886807.614596,80,0.8472523093223572
1570886809.5018854,88,0.5183772444725037
1570886811.1298306,95,0.49753129482269287
1570886817.7792993,103,0.47237101197242737
1570886818.4828305,106,0.4780961573123932
1570886818.718653,107,0.4554622769355774
1570886820.3398607,114,0.4312645196914673
1570886821.4797275,119,0.41809436678886414
1570886828.0475156,127,0.5244347453117371
1570886828.7578037,130,0.4330500364303589
1570886828.985524,131,0.43492090702056885
1570886831.0616674,140,0.4123690128326416
1570886831.5176704,142,0.4476613998413086
1570886831.7506328,143,0.4373532235622406
1570886836.0313346,151,0.464606374502182
1570886839.7488205,156,0.41438382863998413
1570886840.2212822,158,0.4509153962135315
1570886840.4565682,159,0.46242403984069824
1570886841.4070096,163,0.4160563051700592
1570886842.5899024,168,0.43355023860931396
1570886842.825804,169,0.38979315757751465
1570886845.8916876,172,0.4116826057434082
1570886849.7572148,178,0.7052481770515442
1570886850.0141597,179,0.7669039964675903
1570886851.2153037,184,0.469448059797287
1570886851.7135127,186,0.4737584590911865
1570886851.989469,187,0.45384955406188965
1570886852.973836,191,0.4838361442089081
1570886853.2083008,192,0.445613294839859
1570886857.5003989,199,0.4161693751811981
1570886861.98613,207,0.404776930809021
1570886862.2100158,208,0.4002537429332733
1570886862.4464586,209,0.42259061336517334
1570886863.4020731,213,0.3930465281009674
1570886868.5763328,224,0.38557520508766174
1570886872.6771579,230,0.3769032061100006
1570886873.8594987,235,0.5029447078704834
1570886874.584562,238,0.40174412727355957
1570886880.030827,250,0.3892785608768463
1570886884.0922582,256,0.4013189673423767
1570886885.346598,261,0.43526241183280945
1570886885.5797603,262,0.39628705382347107
1570886886.0643942,264,0.411871999502182
1570886887.048329,268,0.41314882040023804
1570886890.6544044,272,0.41894564032554626
1570886891.1434598,274,0.41301774978637695
1570886894.9396892,279,0.3907679617404938
1570886898.2934937,293,0.4154633581638336
1570886902.0570002,298,0.36894819140434265
1570886902.3006825,299,0.37741807103157043
1570886905.857685,303,0.4104306697845459
1570886906.132648,304,0.4022705852985382
1570886907.1064334,308,0.37551823258399963
