Wall time,Step,Value
1570392554.7804816,6,5.6114325523376465
1570392554.8545456,7,3.7612383365631104
1570392555.1725235,11,1.7749953269958496
1570392555.2529445,12,1.2553040981292725
1570392555.484518,15,1.3331308364868164
1570392555.5507257,16,0.9694359302520752
1570392555.7853136,19,0.6793991923332214
1570392555.849664,20,0.6411281228065491
1570392555.9237049,21,0.6949239373207092
1570392556.2372828,25,0.7567597031593323
1570392556.9503293,34,0.448630690574646
1570392557.1929114,37,0.33748143911361694
1570392557.4817212,41,0.3327427804470062
1570392557.6295042,43,0.3015134930610657
1570392557.7975435,45,0.3746306300163269
1570392557.870134,46,0.41849297285079956
1570392558.0235915,48,0.3462038040161133
1570392558.1884377,50,0.4046708345413208
1570392558.266749,51,0.2691804766654968
1570392558.4964428,54,0.37146538496017456
1570392558.574887,55,0.2733480930328369
1570392558.6541514,56,0.3139028549194336
1570392558.7290986,57,0.29122310876846313
1570392558.8197694,58,0.2656625509262085
1570392559.2965055,64,0.329664021730423
1570392559.4596114,66,0.2703322470188141
1570392559.5325403,67,0.20451433956623077
1570392559.6119835,68,0.16776639223098755
1570392559.697437,69,0.20033767819404602
1570392559.9442685,72,0.17752277851104736
1570392560.0228593,73,0.24005216360092163
1570392560.1081822,74,0.1920330971479416
1570392560.18718,75,0.3714889883995056
1570392560.5972488,80,0.33441683650016785
1570392561.0061696,85,0.28192728757858276
1570392561.2499907,88,0.2191678285598755
1570392561.330262,89,0.21275562047958374
1570392561.802235,95,0.2513575851917267
1570392562.4365826,103,0.14021490514278412
1570392562.67053,106,0.22369632124900818
1570392562.744729,107,0.11292105913162231
1570392563.3185675,114,0.11413075029850006
1570392563.5707202,117,0.09004547446966171
1570392563.738268,119,0.18044111132621765
1570392564.2429814,125,0.11930052936077118
1570392564.3180497,126,0.13279303908348083
1570392564.4090214,127,0.1260785311460495
1570392564.68309,130,0.1817673295736313
1570392564.769475,131,0.19776538014411926
1570392565.3642817,138,0.2333587408065796
1570392565.5340478,140,0.13979077339172363
1570392565.7171762,142,0.08366323262453079
1570392565.7971246,143,0.06366045773029327
1570392565.881849,144,0.1889946460723877
1570392566.4836571,151,0.1362677961587906
1570392566.9389203,156,0.1236695796251297
1570392567.118109,158,0.08009412884712219
1570392567.2206838,159,0.11026383191347122
1570392567.2994206,160,0.11220091581344604
1570392567.5550845,163,0.09107302874326706
1570392567.804366,166,0.15294161438941956
1570392567.9768665,168,0.13701102137565613
1570392568.067671,169,0.10472598671913147
1570392568.3106296,172,0.13322216272354126
1570392568.8168511,178,0.10365568846464157
1570392568.9136891,179,0.1076681986451149
1570392569.0692585,181,0.09074870496988297
1570392569.2943983,184,0.1307012289762497
1570392569.4566414,186,0.12129957973957062
1570392569.5518816,187,0.09664296358823776
1570392569.727869,189,0.06877248734235764
1570392569.8883502,191,0.10885027796030045
1570392569.9762874,192,0.0744764655828476
1570392570.585849,199,0.10411445051431656
1570392571.255383,207,0.09279367327690125
1570392571.3374033,208,0.10722114890813828
1570392571.415983,209,0.0912722647190094
1570392571.7576797,213,0.15907904505729675
1570392572.6093376,223,0.0874372199177742
1570392572.6932995,224,0.07209310680627823
1570392572.8643234,226,0.13957847654819489
1570392573.0347745,228,0.12900686264038086
1570392573.2065494,230,0.11679419875144958
1570392573.4753141,233,0.08790425956249237
1570392573.551131,234,0.057507678866386414
1570392573.6347337,235,0.049902819097042084
1570392573.9011204,238,0.04098980501294136
1570392574.7743125,248,0.08596497774124146
1570392574.9432502,250,0.09563136845827103
1570392575.458887,256,0.08664125204086304
1570392575.7120688,259,0.08024436980485916
1570392575.7900867,260,0.05812372639775276
1570392575.8767636,261,0.10758337378501892
1570392575.9720285,262,0.04716385528445244
1570392576.164813,264,0.0943097323179245
1570392576.5130084,268,0.08279800415039062
1570392576.691947,270,0.07236091047525406
1570392576.8743765,272,0.06795663386583328
1570392577.0605996,274,0.09406382590532303
1570392577.4893155,279,0.06693417578935623
1570392577.6481633,281,0.06463734805583954
1570392577.9860768,285,0.045702721923589706
1570392578.6437583,292,0.08569801598787308
1570392578.7319336,293,0.06710845977067947
1570392579.2012737,298,0.08708691596984863
1570392579.2899613,299,0.055225472897291183
1570392579.3900366,300,0.051175422966480255
1570392579.570988,302,0.06716247648000717
1570392579.6640856,303,0.09843697398900986
1570392579.7588792,304,0.09582354873418808
1570392580.1302967,308,0.046231385320425034
1570392580.2150953,309,0.047932449728250504
1570392580.3854766,311,0.07204847782850266
1570392580.664623,314,0.09032019227743149
1570392581.03808,318,0.05225493386387825
1570392581.1241007,319,0.11087782680988312
1570392581.198462,320,0.06342493742704391
1570392581.2826293,321,0.05419979244470596
1570392581.4666042,323,0.12355118989944458
1570392581.7368453,326,0.11518174409866333
1570392581.8322816,327,0.06591682881116867
1570392581.9210796,328,0.07490124553442001
1570392582.2047374,331,0.06091885641217232
1570392582.3017824,332,0.09571681171655655
1570392582.4805818,334,0.05406114086508751
1570392583.0232916,340,0.10779373347759247
1570392583.193604,342,0.058783140033483505
1570392583.469611,345,0.06261832267045975
1570392583.5619297,346,0.09302492439746857
1570392583.730768,348,0.07577813416719437
1570392583.8311317,349,0.04330447316169739
1570392584.282662,354,0.041583385318517685
1570392584.373051,355,0.03817746415734291
1570392584.7436883,359,0.04259592667222023
1570392584.9162238,361,0.06749121099710464
1570392585.1867092,364,0.04404161497950554
1570392585.5422974,368,0.058229196816682816
1570392585.9265873,372,0.08524542301893234
1570392586.100676,374,0.06804637610912323
1570392586.466489,378,0.09820958226919174
1570392586.546167,379,0.05695131793618202
1570392586.6440935,380,0.044982705265283585
1570392586.8249183,382,0.0305347703397274
1570392586.915243,383,0.028696294873952866
1570392587.2856421,387,0.038686834275722504
1570392587.3633478,388,0.05857568234205246
1570392587.7484548,392,0.05207188427448273
1570392587.8446414,393,0.04398500546813011
1570392587.9363096,394,0.07051190733909607
1570392588.8663828,404,0.04069391265511513
1570392589.3416567,409,0.030849788337945938
1570392589.9785645,416,0.035688139498233795
1570392590.0730734,417,0.03550449758768082
1570392590.5560455,422,0.05106142908334732
1570392590.6510935,423,0.07733816653490067
1570392590.8349752,425,0.0918920710682869
1570392591.0278752,427,0.039767321199178696
1570392591.376932,431,0.05888381227850914
1570392592.2319047,440,0.04567630589008331
1570392592.3259563,441,0.043715111911296844
1570392592.4314458,442,0.047915972769260406
1570392592.5281608,443,0.09256897121667862
1570392592.8063736,446,0.08800961822271347
1570392593.3877501,452,0.07950256764888763
1570392594.068163,459,0.0628901794552803
