Wall time,Step,Value
1570459232.8006508,6,37.93144226074219
1570459232.8484275,7,19.554340362548828
1570459233.0422308,11,13.095990180969238
1570459233.095455,12,12.064421653747559
1570459233.2221253,15,9.993134498596191
1570459233.2621765,16,9.423734664916992
1570459233.4211051,19,6.246878623962402
1570459233.4715292,20,3.723513126373291
1570459233.5322824,21,5.075718402862549
1570459233.724286,25,5.252074718475342
1570459234.173295,34,3.6539573669433594
1570459234.3140652,37,2.0936295986175537
1570459234.5048993,41,2.523557186126709
1570459234.6145291,43,2.052417755126953
1570459234.7145562,45,2.529587745666504
1570459234.758417,46,2.6410953998565674
1570459234.8809628,48,2.628235340118408
1570459234.9807787,50,1.8274565935134888
1570459235.0377321,51,1.6394574642181396
1570459235.2081058,54,2.6719906330108643
1570459235.2690592,55,1.6018667221069336
1570459235.3207347,56,2.0002825260162354
1570459235.361382,57,1.6835459470748901
1570459235.4108944,58,1.5812946557998657
1570459235.714289,64,1.9426963329315186
1570459235.8122785,66,1.2311345338821411
1570459235.864795,67,1.0566661357879639
1570459235.923576,68,0.8941669464111328
1570459235.9668057,69,1.0650901794433594
1570459236.1318786,72,0.7747334241867065
1570459236.1783254,73,1.3635704517364502
1570459236.228097,74,0.9157932996749878
1570459236.2845383,75,2.4555394649505615
1570459236.5356548,80,1.0406267642974854
1570459236.794775,85,1.4881900548934937
1570459236.9829383,88,1.5828975439071655
1570459237.0264823,89,1.116121768951416
1570459237.3278518,95,1.339615821838379
1570459237.740123,103,0.7852584719657898
1570459237.9085226,106,1.3029636144638062
1570459237.9551935,107,0.913375973701477
1570459238.329109,114,0.6114703416824341
1570459238.4954944,117,0.4750441312789917
1570459238.5977745,119,0.7645966410636902
1570459238.9286907,125,0.5104461908340454
1570459238.9781356,126,0.5599970817565918
1570459239.0258582,127,0.6573938131332397
1570459239.1828346,130,0.4587205648422241
1570459239.233228,131,0.8002094626426697
1570459239.5834866,138,1.0547325611114502
1570459239.678771,140,0.4586591124534607
1570459239.7971814,142,0.4672662317752838
1570459239.8463748,143,0.4507530927658081
1570459239.8934271,144,0.8536622524261475
1570459240.2851932,151,0.6949586272239685
1570459240.575552,156,0.7416678071022034
1570459240.678284,158,0.5125722289085388
1570459240.7391539,159,0.6203940510749817
1570459240.801168,160,0.4610455334186554
