Wall time,Step,Value
1570401724.3702927,6,119.38095092773438
1570401724.423445,7,103.71476745605469
1570401724.6280746,11,66.04524993896484
1570401724.6685543,12,63.74913024902344
1570401724.7922883,15,60.472450256347656
1570401724.847877,16,51.29926300048828
1570401724.979813,19,32.38018035888672
1570401725.0388777,20,34.09547805786133
1570401725.0870826,21,30.8713321685791
1570401725.2708697,25,31.647192001342773
1570401725.6895368,34,25.38083839416504
1570401725.807914,37,16.247865676879883
1570401725.990571,41,16.741491317749023
1570401726.1155365,43,17.92881202697754
1570401726.2165039,45,16.76936912536621
1570401726.279629,46,17.99020767211914
1570401726.3609602,48,13.156558990478516
1570401726.4536378,50,17.002506256103516
1570401726.511275,51,12.310943603515625
1570401726.6763034,54,16.035982131958008
1570401726.7428205,55,15.231375694274902
1570401726.7944803,56,13.99598217010498
1570401726.8428202,57,11.881169319152832
1570401726.8931081,58,13.58083438873291
1570401727.2046435,64,14.396905899047852
1570401727.2985666,66,10.246156692504883
1570401727.3661273,67,11.766260147094727
1570401727.426781,68,8.19955062866211
1570401727.4734173,69,10.252501487731934
1570401727.6439333,72,11.947434425354004
1570401727.687908,73,11.896109580993652
1570401727.7397902,74,10.283836364746094
1570401727.796399,75,19.548677444458008
1570401728.0754917,80,11.835955619812012
1570401728.313627,85,14.550745010375977
1570401728.470785,88,10.734184265136719
1570401728.5084429,89,13.37076473236084
1570401728.8079443,95,9.342193603515625
1570401729.2114253,103,8.473882675170898
1570401729.3425286,106,13.381953239440918
1570401729.4077313,107,7.646237850189209
1570401729.7553115,114,6.534820079803467
1570401729.9216254,117,6.017490863800049
1570401730.0300515,119,5.810850620269775
1570401730.339108,125,6.6524481773376465
1570401730.4006186,126,8.601950645446777
1570401730.4537687,127,7.577498435974121
1570401730.6272972,130,7.894874095916748
1570401730.6789951,131,8.124921798706055
1570401731.0453374,138,11.929009437561035
1570401731.14513,140,5.140560150146484
1570401731.2413454,142,5.750111103057861
1570401731.2955418,143,5.785831928253174
1570401731.340533,144,9.934778213500977
1570401731.706481,151,7.503678321838379
1570401731.9708962,156,8.709202766418457
1570401732.0623374,158,6.393335342407227
1570401732.1274853,159,7.510958194732666
1570401732.1873825,160,7.073925495147705
1570401732.3572237,163,6.901596546173096
1570401732.517786,166,7.016862392425537
